Name,NormalizedName,LandLag,LCanceledLandLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,Id
Forward Tilt (Down),daft,,,29,,,,5,14,Tilt,,,0,http://meleeframedata.com/,1631
Tech-Roll Forward,ftechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 12
Distance: 8.4 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1815
Tech-Roll Backward,btechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 10
Distance: 8.4 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1816
Getup-Attack (Back),bgetup,,,49,,,,,,Unknown,"Hit: 13-14 (Behind), 18-19 (Front)
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1817
Getup-Attack (Stomach),fgetup,,,50,,,,,,Unknown,"Hit: 17-18 (Front), 23-24 (Behind)
Invincible: 1-24",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1818
Getup-Roll Forward (Back),fgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 6
Distance: 6.2 ft
Invincible: 1-14",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1819
Getup-Roll Forward (Stomach),fgetuprollstomach,,,36,,,,,,Unknown,"Horizontal Movement At: 6
Distance: 4.6 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1820
Getup-Roll Backward (Back),bgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 6
Distance: 6 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1821
Getup-Roll Backward (Stomach),bgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 6
Distance: 4.2 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1822
Tech-Neutral,neutraltech,,,26,,,,,,Unknown,Invincible: 1-24,,0,http://meleeframedata.com/,1881
Tech-Wall,walltech,,,31,6,,,,,Unknown,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,1907
Tech-Wall Jump,walltechjump,,,40,1,,,,,Unknown,,,0,http://meleeframedata.com/,1933
