Name,NormalizedName,LandLag,LCanceledLandLag,LandingFallSpecialLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,GifUrl,WebmUrl,PngUrl,IsInterpolated,Id
Up Smash,usmash,,,,39,,,,9,11,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/usmash.gif,https://i.fightcore.gg/beta/luigi/usmash.webm,https://i.fightcore.gg/png/luigi/usmash.png,False,799
Forward Smash,fsmash,,,,41,,,,12,13,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/fsmash.gif,https://i.fightcore.gg/beta/luigi/fsmash.webm,https://i.fightcore.gg/png/luigi/fsmash.png,False,801
Up Tilt,utilt,,,,29,,,,4,12,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/utilt.gif,https://i.fightcore.gg/beta/luigi/utilt.webm,https://i.fightcore.gg/png/luigi/utilt.png,False,802
unknown,unknown,,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,,,,False,812
Green Missile,sideb,,,,92,,,,23,62,Special,"additional 41 frames of lag upon landing. misfire is the strong hitbox, regular hitbox does between 5%-26%, depending on charge ",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/sideb.gif,https://i.fightcore.gg/beta/luigi/sideb.webm,,False,813
Super Jump Punch,upb,40,,,39,,,,5,23,Special,weak hitbox frames 6-23 and has 2 frames shieldstun. can grab edge as soon as frame 27,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/upb.gif,https://i.fightcore.gg/beta/luigi/upb.webm,https://i.fightcore.gg/png/luigi/upb.png,False,814
Luigi Cyclone,downb,,,,79,,,,6,43,Special,"hits frame 6-29, 43. strong hit second. ",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/downb.gif,https://i.fightcore.gg/beta/luigi/downb.webm,https://i.fightcore.gg/png/luigi/downb.png,False,815
Fireball,neutralb,,,,46,,,,17,67,Special,fireball lasts 50 frames,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/neutralb.gif,https://i.fightcore.gg/beta/luigi/neutralb.webm,https://i.fightcore.gg/png/luigi/neutralb.png,False,816
Dashattack,dattack,,,,63,59,,,4,37,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/dattack.gif,https://i.fightcore.gg/beta/luigi/dattack.webm,https://i.fightcore.gg/png/luigi/dattack.png,False,818
Forward Tilt,ftilt,,,,32,32,,,4,8,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/ftilt.gif,https://i.fightcore.gg/beta/luigi/ftilt.webm,https://i.fightcore.gg/png/luigi/ftilt.png,False,819
Down Tilt,dtilt,,,,34,,,,5,8,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/dtilt.gif,https://i.fightcore.gg/beta/luigi/dtilt.webm,https://i.fightcore.gg/png/luigi/dtilt.png,False,820
Roll forwards,rollforward,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/rollforward.gif,https://i.fightcore.gg/beta/luigi/rollforward.webm,https://i.fightcore.gg/png/luigi/rollforward.png,False,1430
Roll backwards,rollbackwards,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/rollbackwards.gif,https://i.fightcore.gg/beta/luigi/rollbackwards.webm,https://i.fightcore.gg/png/luigi/rollbackwards.png,False,1431
Spotdodge,spotdodge,,,,22,,,,2,15,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/spotdodge.gif,https://i.fightcore.gg/beta/luigi/spotdodge.webm,https://i.fightcore.gg/png/luigi/spotdodge.png,False,1432
Airdodge,airdodge,,,,48,,,,0,,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/airdodge.gif,https://i.fightcore.gg/beta/luigi/airdodge.webm,https://i.fightcore.gg/png/luigi/airdodge.png,False,1433
Jab 1,jab1,,,,15,,,,2,3,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/jab1.gif,https://i.fightcore.gg/beta/luigi/jab1.webm,https://i.fightcore.gg/png/luigi/jab1.png,False,1504
Jab 2,jab2,,,,17,,,,2,3,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/jab2.gif,https://i.fightcore.gg/beta/luigi/jab2.webm,https://i.fightcore.gg/png/luigi/jab2.png,False,1505
Jab 3,jab3,,,,29,22,,,4,5,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/jab3.gif,https://i.fightcore.gg/beta/luigi/jab3.webm,https://i.fightcore.gg/png/luigi/jab3.png,False,1506
Grab,grab,,,,30,,,,7,8,Throw,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/grab.gif,https://i.fightcore.gg/beta/luigi/grab.webm,https://i.fightcore.gg/png/luigi/grab.png,False,1593
Dashgrab,dashgrab,,,,40,,,,11,12,Throw,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/dashgrab.gif,https://i.fightcore.gg/beta/luigi/dashgrab.webm,https://i.fightcore.gg/png/luigi/dashgrab.png,False,1594
Forward Tilt (Up),uaft,,,,32,32,,,4,8,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/uaft.gif,https://i.fightcore.gg/beta/luigi/uaft.webm,https://i.fightcore.gg/png/luigi/uaft.png,False,1646
Forward Tilt (Down),daft,,,,32,32,,,4,8,Tilt,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/daft.gif,https://i.fightcore.gg/beta/luigi/daft.webm,https://i.fightcore.gg/png/luigi/daft.png,False,1647
Luigi Cyclone (Air),adownb,,,,79,,,,6,43,Special,"hits frame 6-29, 43. strong hit second. ",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/adownb.gif,https://i.fightcore.gg/beta/luigi/adownb.webm,https://i.fightcore.gg/png/luigi/adownb.png,False,1657
Super Jump Punch (Air),aupb,40,,,39,,,,5,23,Special,weak hitbox frames 6-23 and has 2 frames shieldstun. can grab edge as soon as frame 27,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/aupb.gif,https://i.fightcore.gg/beta/luigi/aupb.webm,https://i.fightcore.gg/png/luigi/aupb.png,False,1658
Tech-Roll Forward,ftechroll,,,,40,,,,,,Tech,"Horizontal Movement At: 9
Distance: 16.6 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,https://i.fightcore.gg/beta/luigi/ftechroll.gif,https://i.fightcore.gg/beta/luigi/ftechroll.webm,https://i.fightcore.gg/png/luigi/ftechroll.png,False,1767
Tech-Roll Backward,btechroll,,,,40,,,,,,Tech,"Horizontal Movement At: 10
Distance: 16.6 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,https://i.fightcore.gg/beta/luigi/btechroll.gif,https://i.fightcore.gg/beta/luigi/btechroll.webm,https://i.fightcore.gg/png/luigi/btechroll.png,False,1768
Getup-Attack (Back),bgetup,,,,49,,,,,,Tech,"Hit: 20-21 (Behind), 24-25 (Front)
Invincible: 1-25",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1769
Getup-Attack (Stomach),fgetup,,,,49,,,,,,Tech,"Hit: 19-20 (Behind), 25-26 (Front)
Invincible: 1-26",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1770
Getup-Roll Forward (Back),fgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 6
Distance: 14.4 ft
Invincible: 1-21",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1771
Getup-Roll Forward (Stomach),fgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 6
Distance: 14.2 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1772
Getup-Roll Backward (Back),bgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 12
Distance: 14.2 ft
Invincible: 1-22",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1773
Getup-Roll Backward (Stomach),bgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 11
Distance: 14.2 ft
Invincible: 1-24",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1774
Tech-Neutral,neutraltech,,,,26,,,,,,Tech,Invincible: 1-20,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/luigi/neutraltech.gif,https://i.fightcore.gg/beta/luigi/neutraltech.webm,https://i.fightcore.gg/png/luigi/neutraltech.png,False,1892
Tech-Wall,walltech,,,,31,6,,,,,Tech,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,,,,False,1918
Tech-Wall Jump,walltechjump,,,,40,1,,,,,Tech,,,0,http://meleeframedata.com/,,,,False,1944
Green Missile (Misfire),sidebmissfire,,,,74,,,,5,44,Special,"additional 41 frames of lag upon landing. misfire is the strong hitbox, regular hitbox does between 5%-26%, depending on charge ",,0,http://meleeframedata.com/,https://i.fightcore.gg/melee/moves/luigi/sidebmissfire.gif,https://i.fightcore.gg/beta/luigi/sidebmissfire.webm,,False,1991
Green Missile (Air),asideb,,,,92,,,,23,62,Special,"additional 41 frames of lag upon landing. misfire is the strong hitbox, regular hitbox does between 5%-26%, depending on charge ",,0,http://meleeframedata.com/,,,,True,2005
