Name,NormalizedName,LandLag,LCanceledLandLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,Id
Up Tilt,utilt,,,0,,,,9,29,Tilt,,,0,http://meleeframedata.com/,902
Down Tilt,dtilt,,,29,26,,,6,13,Tilt,,,0,http://meleeframedata.com/,903
Up Smash,usmash,,,44,40,,,24,28,Grounded,,,0,http://meleeframedata.com/,904
Roll forwards,rollforward,,,35,,,,4,19,Dodge,,,0,http://meleeframedata.com/,1403
Roll backwards,rollbackwards,,,35,,,,4,19,Dodge,,,0,http://meleeframedata.com/,1404
Spotdodge,spotdodge,,,32,,,,2,12,Dodge,,,0,http://meleeframedata.com/,1405
Airdodge,airdodge,,,49,,,,0,,Dodge,,,0,http://meleeframedata.com/,1406
Jab 1,jab1,,,17,16,,,4,6,Grounded,,,0,http://meleeframedata.com/,1493
Grab,grab,,,30,,,,7,8,Unknown,,,0,http://meleeframedata.com/,1583
Dashgrab,dashgrab,,,40,,,,11,12,Unknown,,,0,http://meleeframedata.com/,1584
Rapid Jabs,rjab,,,0,,,,,,Unknown,,,0,http://meleeframedata.com/,1626
Tech-Roll Forward,ftechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 7
Distance: 9.8 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1719
Tech-Roll Backward,btechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 7
Distance: 9.6 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1720
Getup-Attack (Back),bgetup,,,49,,,,,,Unknown,"Hit: 20-21 (Front), 33-34 (Behind)
Invincible: 1-34",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1721
Getup-Attack (Stomach),fgetup,,,49,,,,,,Unknown,"Hit: 20-21 (Front), 32-33 (Behind)
Invincible: 1-33",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1722
Getup-Roll Forward (Back),fgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 5
Distance: 8.6 ft
Invincible: 1-21",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1723
Getup-Roll Forward (Stomach),fgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 5
Distance: 8.8 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1724
Getup-Roll Backward (Back),bgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 5
Distance: 8.4 ft
Invincible: 1-22",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1725
Getup-Roll Backward (Stomach),bgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 5
Distance: 9 ft
Invincible: 1-24",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1726
Tech-Neutral,neutraltech,,,26,,,,,,Unknown,Invincible: 1-20,,0,http://meleeframedata.com/,1883
Tech-Wall,walltech,,,31,6,,,,,Unknown,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,1909
Tech-Wall Jump,walltechjump,,,40,1,,,,,Unknown,,,0,http://meleeframedata.com/,1935
