Name,NormalizedName,LandLag,LCanceledLandLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,Id
Back Air,bair,18,9,39,36,10,24,10,19,Air,weak hit frames 12-19 with 6 frames shield stun,,0,http://meleeframedata.com/,734
Up Air,uair,18,9,45,42,8,26,8,11,Air,,,0,http://meleeframedata.com/,735
PSI Magnet,downb,,,59,,,,10,39,Special,"frame data refers to minimum amount of time move can be used. 21 frames of lag upon release, 18 upon absorb",,0,http://meleeframedata.com/,1369
Roll forwards,rollforward,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,1425
Roll backwards,rollbackwards,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,1426
Airdodge,airdodge,,,48,,,,0,,Dodge,,,0,http://meleeframedata.com/,1453
Spotdodge,spotdodge,,,27,,,,2,18,Dodge,,,0,http://meleeframedata.com/,1454
Jab 1,jab1,,,19,,,,3,4,Grounded,,,0,http://meleeframedata.com/,1512
Jab 2,jab2,,,19,,,,3,4,Grounded,,,0,http://meleeframedata.com/,1513
Jab 3,jab3,,,29,,,,6,9,Grounded,,,0,http://meleeframedata.com/,1514
PK Flash (Air),aneutralb,,,109,,,,64,77,Special,"minimum total is 109 frames, maximum is 217. damage increases based on charge time",,0,http://meleeframedata.com/,1560
PK Fire (Air),asideb,30,,69,,,,20,40,Special,"burning hits last 100 frames, hits do 2% each (no data on how many hits)",,0,http://meleeframedata.com/,1561
Grab,grab,,,30,,,,8,9,Unknown,,,0,http://meleeframedata.com/,1599
Dashgrab,dashgrab,,,40,,,,10,11,Unknown,,,0,http://meleeframedata.com/,1600
Forward Tilt (Up),uaft,,,34,,,,7,11,Tilt,,,0,http://meleeframedata.com/,1632
Forward Tilt (Down),daft,,,34,,,,7,11,Tilt,,,0,http://meleeframedata.com/,1633
Tech-Roll Forward,ftechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 9
Distance: 13.2 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1799
Tech-Roll Backward,btechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 9
Distance: 13.2 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1800
Getup-Attack (Back),bgetup,,,49,,,,,,Unknown,"Hit: 20-21 (Behind), 24-25 (Front)
Invincible: 1-25",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1801
Getup-Attack (Stomach),fgetup,,,49,,,,,,Unknown,"Hit: 19-20 (Behind), 25-26 (Front)
Invincible: 1-26",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1802
Getup-Roll Forward (Back),fgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 7
Distance: 11.4 ft
Invincible: 1-21",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1803
Getup-Roll Forward (Stomach),fgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 6
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1804
Getup-Roll Backward (Back),bgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 13
Distance: 11.4 ft
Invincible: 1-22",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1805
Getup-Roll Backward (Stomach),bgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 11
Distance: 11.8 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1806
Tech-Neutral,neutraltech,,,26,,,,,,Unknown,Invincible: 1-20,,0,http://meleeframedata.com/,1882
Tech-Wall,walltech,,,31,6,,,,,Unknown,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,1908
Tech-Wall Jump,walltechjump,,,40,1,,,,,Unknown,,,0,http://meleeframedata.com/,1934
