Name,NormalizedName,LandLag,LCanceledLandLag,LandingFallSpecialLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,GifUrl,WebmUrl,PngUrl,IsInterpolated,Id
Getup-Attack (Back),bgetup,,,,49,,,,,,Tech,"Hit: 20-23 (Behind), 30-31 (Front)
Invincible: 1-31",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1785
Getup-Attack (Stomach),fgetup,,,,49,,,,,,Tech,"Hit: 22-23 (Front), 27-28 (Behind)
Invincible: 1-28",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1786
Getup-Roll Forward (Back),fgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 5
Distance: 12.2 ft
Invincible: 6-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1787
Getup-Roll Forward (Stomach),fgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 6
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1788
Getup-Roll Backward (Back),bgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 5
Distance: 10 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1789
Getup-Roll Backward (Stomach),bgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 13
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1790
Tech-Neutral,neutraltech,,,,26,,,,,,Tech,Invincible: 1-20,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/marth/neutraltech.gif,https://i.fightcore.gg/beta/marth/neutraltech.webm,https://i.fightcore.gg/png/marth/neutraltech.png,False,1900
Tech-Wall,walltech,,,,31,6,,,,,Tech,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,,,,False,1926
Tech-Wall Jump,walltechjump,,,,40,1,,,,,Tech,,,0,http://meleeframedata.com/,,,,False,1952
"Sword Dance (2, Neutral/Side/Down)",sideb2,,,,40,,,,14,16,Special,Window for attack 3: 17-33,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb2.gif,https://i.fightcore.gg/beta/marth/sideb2.webm,https://i.fightcore.gg/png/marth/sideb2.png,False,1982
"Sword Dance (2, Up)",sideb2up,,,,40,,,,12,15,Special,Window for attack 3: 17-32,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb2up.gif,https://i.fightcore.gg/beta/marth/sideb2up.webm,https://i.fightcore.gg/png/marth/sideb2up.png,False,1983
"Sword Dance (3, Side/Neutral)",sideb3,,,,46,,,,11,14,Special,Window for attack 4: 16-37,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb3.gif,https://i.fightcore.gg/beta/marth/sideb3.webm,https://i.fightcore.gg/png/marth/sideb3.png,False,1984
"Sword Dance (3, Up)",sideb3up,,,,46,,,,13,17,Special,Window for attack 4: 18-38,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb3up.gif,https://i.fightcore.gg/beta/marth/sideb3up.webm,https://i.fightcore.gg/png/marth/sideb3up.png,False,1985
"Sword Dance (3, Down)",sideb3down,,,,46,,,,15,18,Special,Window for attack 4: 19-35,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb3down.gif,https://i.fightcore.gg/beta/marth/sideb3down.webm,https://i.fightcore.gg/png/marth/sideb3down.png,False,1986
"Sword Dance (4, Side/Neutral)",sideb4,,,,50,,,,23,26,Special,,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb4.gif,https://i.fightcore.gg/beta/marth/sideb4.webm,https://i.fightcore.gg/png/marth/sideb4.png,False,1988
"Sword Dance (4, Up)",sideb4up,,,,50,,,,20,25,Special,,,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb4up.gif,https://i.fightcore.gg/beta/marth/sideb4up.webm,https://i.fightcore.gg/png/marth/sideb4up.png,False,1989
"Sword Dance (4, Down)",sideb4down,,,,60,,,,,,Special,"Hit: 13-15, 19-21, 25-27, 31-33,
37-38
",,0,https://smashboards.com/threads/complete-marth-hitboxes-and-frame-data.285324/,https://i.fightcore.gg/beta/marth/sideb4down.gif,https://i.fightcore.gg/beta/marth/sideb4down.webm,https://i.fightcore.gg/png/marth/sideb4down.png,False,1990
Counter (Air),adownb,,,,59,,,,5,29,Special,"when counter activates, hitbox active frames 14-20 (delayed by 1 frame if stronger move)",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/marth/adownb.gif,https://i.fightcore.gg/beta/marth/adownb.webm,https://i.fightcore.gg/png/marth/adownb.png,True,2006
"Sword Dance (1, Side) (Air)",asideb,,,,29,,,,6,8,Special,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/marth/asideb.gif,https://i.fightcore.gg/beta/marth/asideb.webm,https://i.fightcore.gg/png/marth/asideb.png,True,2007
