Name,NormalizedName,LandLag,LCanceledLandLag,LandingFallSpecialLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,GifUrl,WebmUrl,PngUrl,IsInterpolated,Id
Neutral Air,nair,16,8,,48,42,3,30,3,30,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/nair.gif,https://i.fightcore.gg/beta/sheik/nair.webm,https://i.fightcore.gg/png/sheik/nair.png,False,1130
Forward Air,fair,16,8,,33,,5,10,5,7,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/fair.gif,https://i.fightcore.gg/beta/sheik/fair.webm,https://i.fightcore.gg/png/sheik/fair.png,False,1131
Back Air,bair,16,8,,37,,4,24,4,19,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/bair.gif,https://i.fightcore.gg/beta/sheik/bair.webm,https://i.fightcore.gg/png/sheik/bair.png,False,1132
Up Air,uair,24,12,,39,37,5,29,5,20,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/uair.gif,https://i.fightcore.gg/beta/sheik/uair.webm,https://i.fightcore.gg/png/sheik/uair.png,False,1133
Down Air,dair,20,10,,48,,3,48,15,33,Air,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/dair.gif,https://i.fightcore.gg/beta/sheik/dair.webm,https://i.fightcore.gg/png/sheik/dair.png,False,1135
Pummel,pummel,,,,0,,,,,,Throw,,,0,http://meleeframedata.com/,,,,False,1158
Edge attack,edge,,,,0,,,,,,EdgeAttack,,,0,http://meleeframedata.com/,,,,False,1177
Forward throw,fthrow,,,,47,,,,20,23,Throw,,,0,http://meleeframedata.com/,,,,False,1180
Back throw,bthrow,,,,47,,,,15,19,Throw,,,0,http://meleeframedata.com/,,,,False,1181
Up throw,uthrow,,,,57,,,,19,22,Throw,,,0,http://meleeframedata.com/,,,,False,1182
Down throw,dthrow,,,,57,,,,31,35,Throw,,,0,http://meleeframedata.com/,,,,False,1183
Transform,downb,,,,62,,,,27,36,Special,"invulnerable frames 27-36, becomes zelda on frame 37",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/downb.gif,https://i.fightcore.gg/beta/sheik/downb.webm,https://i.fightcore.gg/png/sheik/downb.png,False,1372
Roll forwards,rollforward,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/rollforward.gif,https://i.fightcore.gg/beta/sheik/rollforward.webm,https://i.fightcore.gg/png/sheik/rollforward.png,False,1387
Roll backwards,rollbackwards,,,,31,,,,4,19,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/rollbackwards.gif,https://i.fightcore.gg/beta/sheik/rollbackwards.webm,https://i.fightcore.gg/png/sheik/rollbackwards.png,False,1388
Spotdodge,spotdodge,,,,22,,,,2,15,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/spotdodge.gif,https://i.fightcore.gg/beta/sheik/spotdodge.webm,https://i.fightcore.gg/png/sheik/spotdodge.png,False,1389
Airdodge,airdodge,,,,49,,,,0,,Dodge,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/airdodge.gif,https://i.fightcore.gg/beta/sheik/airdodge.webm,https://i.fightcore.gg/png/sheik/airdodge.png,False,1390
Jab 1,jab1,,,,17,16,,,2,3,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/jab1.gif,https://i.fightcore.gg/beta/sheik/jab1.webm,https://i.fightcore.gg/png/sheik/jab1.png,False,1522
Jab 2,jab2,,,,17,16,,,2,4,Grounded,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/jab2.gif,https://i.fightcore.gg/beta/sheik/jab2.webm,https://i.fightcore.gg/png/sheik/jab2.png,False,1523
Rapid Jabs,rjab,,,,35,,,,2,33,Grounded,"loop has an additional 6 frames startup and 8 frames endlag. 6 hits in each loop, frames 2-3, 8-9, 14-15, 20-21, 26-27, 32-33",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/rjab.gif,https://i.fightcore.gg/beta/sheik/rjab.webm,https://i.fightcore.gg/png/sheik/rjab.png,False,1524
Needle Storm (Air),aneutralb,,,,39,,,,11,26,Special,data refers to fully charged needles. 6 needles total,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/aneutralb.gif,https://i.fightcore.gg/beta/sheik/aneutralb.webm,https://i.fightcore.gg/png/sheik/aneutralb.png,False,1567
Grab,grab,,,,30,,,,3,34,Throw,Loop has an additional 6 frames startup and 8 frames endlag,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/grab.gif,https://i.fightcore.gg/beta/sheik/grab.webm,https://i.fightcore.gg/png/sheik/grab.png,False,1611
Dashgrab,dashgrab,,,,40,,,,8,9,Throw,,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/dashgrab.gif,https://i.fightcore.gg/beta/sheik/dashgrab.webm,https://i.fightcore.gg/png/sheik/dashgrab.png,False,1612
Tech-Roll Forward,ftechroll,,,,40,,,,,,Tech,"Horizontal Movement At: 10
Distance: 16.2 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,https://i.fightcore.gg/beta/sheik/ftechroll.gif,https://i.fightcore.gg/beta/sheik/ftechroll.webm,https://i.fightcore.gg/png/sheik/ftechroll.png,False,1847
Tech-Roll Backward,btechroll,,,,40,,,,,,Tech,"Horizontal Movement At: 6
Distance: 16.2 ft
Invincible: 1-20",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,https://i.fightcore.gg/beta/sheik/btechroll.gif,https://i.fightcore.gg/beta/sheik/btechroll.webm,https://i.fightcore.gg/png/sheik/btechroll.png,False,1848
Getup-Attack (Back),bgetup,,,,49,,,,,,Tech,"Hit: 17-19 (Front), 24-26 (Behind)
Invincible: 1-26",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1849
Getup-Attack (Stomach),fgetup,,,,49,,,,,,Tech,"Hit: 16-17 (Behind), 20-21 (Front)
Invincible: 1-21",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1850
Getup-Roll Forward (Back),fgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 10
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1851
Getup-Roll Forward (Stomach),fgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 7
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1852
Getup-Roll Backward (Back),bgetuprollback,,,,35,,,,,,Tech,"Horizontal Movement At: 11
Distance: 11.4 ft
Invincible: 1-22 (If the roll takes you to an edge you will slip off unless you WALK forward, or if an attack is timed on that exact frame)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1853
Getup-Roll Backward (Stomach),bgetuprollstomach,,,,35,,,,,,Tech,"Horizontal Movement At: 4
Distance: 11.4 ft
Invincible: 1-19",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,,,,False,1854
Tech-Neutral,neutraltech,,,,26,,,,,,Tech,Invincible: 1-20,,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/neutraltech.gif,https://i.fightcore.gg/beta/sheik/neutraltech.webm,https://i.fightcore.gg/png/sheik/neutraltech.png,False,1897
Tech-Wall,walltech,,,,31,6,,,,,Tech,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,,,,False,1923
Tech-Wall Jump,walltechjump,,,,40,1,,,,,Tech,,,0,http://meleeframedata.com/,,,,False,1949
Up B (Air),aupb,30,,,94,,,,36,42,Special,Invincible: 18-55 Landfallspeciallag: 4 The frame of choosing direction: 35,,0,https://smashboards.com/threads/sheik-hitboxes-and-frame-data.299984/,https://i.fightcore.gg/beta/sheik/aupb.gif,https://i.fightcore.gg/beta/sheik/aupb.webm,https://i.fightcore.gg/png/sheik/aupb.png,False,1970
Chain (Air),asideb,,,,75,,,,22,65,Special,"comes out frame 22, fully extended frame 34, can retract as early as frame 44, pull hitbox frames 19-31 with 10 frames endlag",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/asideb.gif,https://i.fightcore.gg/beta/sheik/asideb.webm,https://i.fightcore.gg/png/sheik/asideb.png,True,2023
Transform (Air),adownb,,,,62,,,,27,36,Special,"invulnerable frames 27-36, becomes zelda on frame 37",,0,http://meleeframedata.com/,https://i.fightcore.gg/beta/sheik/adownb.gif,https://i.fightcore.gg/beta/sheik/adownb.webm,https://i.fightcore.gg/png/sheik/adownb.png,True,2038
