Name,NormalizedName,LandLag,LCanceledLandLag,TotalFrames,IASA,AutoCancelBefore,AutoCancelAfter,Start,End,Type,Notes,Percent,CharacterId,Source,Id
Down Smash,dsmash,,,59,38,,,20,21,Grounded,,,0,http://meleeframedata.com/,1259
Forward Air,fair,25,12,39,36,1,34,5,7,Air,,,0,http://meleeframedata.com/,1282
Teleport,upb,,,32,,,,7,17,Special,"no hitbox, active refers to appearing/disapear",,0,http://meleeframedata.com/,1368
Roll backwards,rollbackwards,,,37,,,,4,20,Dodge,,,0,http://meleeframedata.com/,1419
Roll forwards,rollforward,,,37,,,,4,22,Dodge,,,0,http://meleeframedata.com/,1420
Airdodge,airdodge,,,39,,,,0,,Dodge,,,0,http://meleeframedata.com/,1421
Spotdodge,spotdodge,,,37,,,,2,21,Dodge,,,0,http://meleeframedata.com/,1422
Jab 1,jab1,,,29,26,,,8,8,Grounded,,,0,http://meleeframedata.com/,1510
Rapid Jabs,rjab,,,50,,,,7,49,Grounded,"rapid jab takes 7 frames to start, then an addition 7 frames for the first hitbox to come out. Single frame hitbox comes out every 7 frames. After last hitbox there is an additional 13 frame cooldown",,0,http://meleeframedata.com/,1511
Grab,grab,,,30,,,,7,8,Unknown,,,0,http://meleeframedata.com/,1597
Dashgrab,dashgrab,,,40,,,,9,10,Unknown,,,0,http://meleeframedata.com/,1598
Forward Tilt (Up),uaft,,,31,29,,,6,8,Tilt,,,0,http://meleeframedata.com/,1634
Forward Tilt (Down),daft,,,31,29,,,6,8,Tilt,,,0,http://meleeframedata.com/,1635
Tech-Roll Forward,ftechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 17
Distance: 13.6 ft
Invincible: 1-20 (If the roll takes you to an edge and you try to move/crouch/jump/shield as it ends you will slip off)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1791
Tech-Roll Backward,btechroll,,,40,,,,,,Unknown,"Horizontal Movement At: 17
Distance: 13.4 ft
Invincible: 1-20 (If the roll takes you to an edge you will slip off unless you WALK forward, or if an attack is timed on that exact frame)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1792
Getup-Attack (Back),bgetup,,,49,,,,,,Unknown,"Hit: 18-31 (Both Sides)
Invincible: 1-31",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1793
Getup-Attack (Stomach),fgetup,,,49,,,,,,Unknown,"Hit: 20-35 (Both Sides)
Invincible: 1-35",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1794
Getup-Roll Forward (Back),fgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 4
Distance: 11.4 ft
Invincible: 1-21 (If the roll takes you to an edge and you try to move/crouch/jump/shield as it ends you will slip off)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1795
Getup-Roll Forward (Stomach),fgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 4
Distance: 11.4 ft
Invincible: 1-19 (If the roll takes you to an edge and you try to move/crouch/jump/shield as it ends you will slip off)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1796
Getup-Roll Backward (Back),bgetuprollback,,,35,,,,,,Unknown,"Horizontal Movement At: 4
Distance: 11.4 ft
Invincible: 1-22 (If the roll takes you to an edge you will slip off unless you WALK forward, or if an attack is timed on that exact frame)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1797
Getup-Roll Backward (Stomach),bgetuprollstomach,,,35,,,,,,Unknown,"Horizontal Movement At: 4
Distance: 11.4 ft
Invincible: 1-24 (If the roll takes you to an edge you will slip off unless you WALK forward, or if an attack is timed on that exact frame)",,0,https://smashboards.com/threads/detailed-throws-techs-and-getups-frame-data.206469/,1798
Tech-Neutral,neutraltech,,,26,,,,,,Unknown,Invincible: 1-20,,0,http://meleeframedata.com/,1884
Tech-Wall,walltech,,,31,6,,,,,Unknown,"Invincible: 1-14
Input an upwards direction anywhere on 1-4 for walljump tech on 6)",,0,http://meleeframedata.com/,1910
Tech-Wall Jump,walltechjump,,,40,1,,,,,Unknown,,,0,http://meleeframedata.com/,1936
